Surat,Ayat,Sentence #,Kata,Label
,,,pendeta-pendeta,O
,,,mereka,O
,,,tidak,O
,,,melarang,O
,,,mereka,O
,,,mengucapkan,O
,,,perkataan,O
,,,bohong,O
,,,dan,O
,,,memakan,O
,,,yang,O
,,,haram,O
,,,sesungguhnya,O
,,,amat,O
,,,buruk,O
,,,apa,O
,,,yang,O
,,,telah,O
,,,mereka,O
,,,kerjakan,O
,,,itu,O
5,64,Sentence: 733,orang-orang,B-PER
,,,yahudi,I-PER
,,,berkata,O
,,,tangan,O
,,,allah,O
,,,terbelenggu,O
,,,sebenarnya,O
,,,tangan,O
,,,merekalah,O
,,,yang,O
,,,dibelenggu,O
,,,dan,O
,,,merekalah,O
,,,yang,O
,,,dilaknat,O
,,,disebabkan,O
,,,apa,O
,,,yang,O
,,,telah,O
,,,mereka,O
,,,katakan,O
,,,itu,O
,,,tidak,O
,,,demikian,O
,,,tetapi,O
,,,kedua-dua,O
,,,tangan,O
,,,allah,O
,,,terbuka,O
,,,dia,O
,,,menafkahkan,O
,,,sebagaimana,O
,,,dia,O
,,,kehendaki,O
,,,dan,O
,,,al,O
,,,quran,O
,,,yang,O
,,,diturunkan,O
,,,kepadamu,O
,,,dari,O
,,,tuhanmu,O
,,,sungguh-sungguh,O
,,,akan,O
,,,menambah,O
,,,kedurhakaan,O
,,,dan,O
,,,kekafiran,O
,,,bagi,O
,,,kebanyakan,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,dan,O
,,,kami,O
,,,telah,O
,,,timbulkan,O
,,,permusuhan,O
,,,dan,O
,,,kebencian,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,sampai,O
,,,hari,O
,,,kiamat,O
,,,setiap,O
,,,mereka,O
,,,menyalakan,O
,,,api,O
,,,peperangan,O
,,,allah,O
,,,memadamkannya,O
,,,dan,O
,,,mereka,O
,,,berbuat,O
,,,kerusakan,O
,,,dimuka,O
,,,bumi,O
,,,dan,O
,,,allah,O
,,,tidak,O
,,,menyukai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,membuat,I-PER
,,,kerusakan,I-PER
5,65,Sentence: 734,dan,O
,,,sekiranya,O
,,,ahli,O
,,,kitab,O
,,,beriman,O
,,,dan,O
,,,bertakwa,O
,,,tentulah,O
,,,kami,O
,,,tutup,O
,,,hapus,O
,,,kesalahan-kesalahan,O
,,,mereka,O
,,,dan,O
,,,tentulah,O
,,,kami,O
,,,masukkan,O
,,,mereka,O
,,,kedalam,O
,,,surga-surga,O
,,,yang,O
,,,penuh,O
,,,kenikmatan,O
5,66,Sentence: 735,dan,O
,,,sekiranya,O
,,,mereka,O
,,,sungguh-sungguh,O
,,,menjalankan,O
,,,hukum,O
,,,taurat,O
,,,dan,O
,,,injil,O
,,,dan,O
,,,al,O
,,,quran,O
,,,yang,O
,,,diturunkan,O
,,,kepada,O
,,,mereka,O
,,,dari,O
,,,tuhannya,O
,,,niscaya,O
,,,mereka,O
,,,akan,O
,,,mendapat,O
,,,makanan,O
,,,dari,O
,,,atas,O
,,,dan,O
,,,dari,O
,,,bawah,O
,,,kaki,O
,,,mereka,O
,,,diantara,O
,,,mereka,O
,,,ada,O
,,,golongan,O
,,,yang,O
,,,pertengahan,O
,,,dan,O
,,,alangkah,O
,,,buruknya,O
,,,apa,O
,,,yang,O
,,,dikerjakan,O
,,,oleh,O
,,,kebanyakan,O
,,,mereka,O
5,67,Sentence: 736,hai,O
,,,rasul,O
,,,sampaikanlah,O
,,,apa,O
,,,yang,O
,,,diturunkan,O
,,,kepadamu,O
,,,dari,O
,,,tuhanmu,O
,,,dan,O
,,,jika,O
,,,tidak,O
,,,kamu,O
,,,kerjakan,O
,,,apa,O
,,,yang,O
,,,diperintahkan,O
,,,itu,O
,,,berarti,O
,,,kamu,O
,,,tidak,O
,,,menyampaikan,O
,,,amanat-nya,O
,,,allah,O
,,,memelihara,O
,,,kamu,O
,,,dari,O
,,,gangguan,O
,,,manusia,O
,,,sesungguhnya,O
,,,allah,O
,,,tidak,O
,,,memberi,O
,,,petunjuk,O
,,,kepada,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,kafir,I-PER
5,68,Sentence: 737,katakanlah,O
,,,hai,O
,,,ahli,O
,,,kitab,O
,,,kamu,O
,,,tidak,O
,,,dipandang,O
,,,beragama,O
,,,sedikitpun,O
,,,hingga,O
,,,kamu,O
,,,menegakkan,O
,,,ajaran-ajaran,O
,,,taurat,O
,,,injil,O
,,,dan,O
,,,al,O
,,,quran,O
,,,yang,O
,,,diturunkan,O
,,,kepadamu,O
,,,dari,O
,,,tuhanmu,O
,,,sesungguhnya,O
,,,apa,O
,,,yang,O
,,,diturunkan,O
,,,kepadamu,O
,,,muhammad,O
,,,dari,O
,,,tuhanmu,O
,,,akan,O
,,,menambah,O
,,,kedurhakaan,O
,,,dan,O
,,,kekafiran,O
,,,kepada,O
,,,kebanyakan,O
,,,dari,O
,,,mereka,O
,,,maka,O
,,,janganlah,O
,,,kamu,O
,,,bersedih,O
,,,hati,O
,,,terhadap,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,kafir,I-PER
,,,itu,O
5,69,Sentence: 738,sesungguhnya,O
,,,orang-orang,B-PER
,,,mukmin,I-PER
,,,orang-orang,B-PER
,,,yahudi,I-PER
,,,shabiin,O
,,,dan,O
,,,orang-orang,B-PER
,,,nasrani,I-PER
,,,siapa,O
,,,saja,O
,,,diantara,O
,,,mereka,O
,,,yang,O
,,,benar-benar,O
,,,saleh,O
,,,maka,O
,,,tidak,O
,,,ada,O
,,,kekhawatiran,O
,,,terhadap,O
,,,mereka,O
,,,dan,O
,,,tidak,O
,,,pula,O
,,,mereka,O
,,,bersedih,O
,,,hati,O
5,70,Sentence: 739,sesungguhnya,O
,,,kami,O
,,,telah,O
,,,mengambil,O
,,,perjanjian,O
,,,dari,O
,,,bani,B-PER
,,,israil,I-PER
,,,dan,O
,,,telah,O
,,,kami,O
,,,utus,O
,,,kepada,O
,,,mereka,O
,,,rasul-rasul,O
,,,tetapi,O
,,,setiap,O
,,,datang,O
,,,seorang,O
,,,rasul,O
,,,kepada,O
,,,mereka,O
,,,dengan,O
,,,membawa,O
,,,apa,O
,,,yang,O
,,,yang,O
,,,tidak,O
,,,diingini,O
,,,oleh,O
,,,hawa,O
,,,nafsu,O
,,,mereka,O
,,,maka,O
,,,sebagian,O
,,,dari,O
,,,rasul-rasul,O
,,,itu,O
,,,mereka,O
,,,dustakan,O
,,,dan,O
,,,sebagian,O
,,,yang,O
,,,lain,O
,,,mereka,O
,,,bunuh,O
5,71,Sentence: 740,dan,O
,,,mereka,O
,,,mengira,O
,,,bahwa,O
,,,tidak,O
,,,akan,O
,,,terjadi,O
,,,suatu,O
,,,bencanapun,O
,,,terhadap,O
,,,mereka,O
,,,dengan,O
,,,membunuh,O
,,,nabi-nabi,O
,,,itu,O
,,,maka,O
,,,karena,O
,,,itu,O
,,,mereka,O
,,,menjadi,O
,,,buta,O
,,,dan,O
,,,pekak,O
,,,kemudian,O
,,,allah,O
,,,menerima,O
,,,taubat,O
,,,mereka,O
,,,kemudian,O
,,,kebanyakan,O
,,,dari,O
,,,mereka,O
,,,buta,O
,,,dan,O
,,,tuli,O
,,,lagi,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,melihat,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,kerjakan,O
5,72,Sentence: 741,sesungguhnya,O
,,,telah,O
,,,kafirlah,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,berkata,I-PER
,,,sesungguhnya,I-PER
,,,allah,O
,,,ialah,O
,,,al,O
,,,masih,O
,,,putera,O
,,,maryam,O
,,,padahal,O
,,,al,O
,,,masih,O
,,,sendiri,O
,,,berkata,O
,,,hai,O
,,,bani,O
,,,israil,O
,,,sembahlah,O
,,,allah,O
,,,tuhanku,O
,,,dan,O
,,,tuhanmu,O
,,,sesungguhnya,O
,,,orang,O
,,,yang,O
,,,mempersekutukan,O
,,,sesuatu,O
,,,dengan,O
,,,allah,O
,,,maka,O
,,,pasti,O
,,,allah,O
,,,mengharamkan,O
,,,kepadanya,O
,,,surga,O
,,,dan,O
,,,tempatnya,O
,,,ialah,O
,,,neraka,O
,,,tidaklah,O
,,,ada,O
,,,bagi,O
,,,orang-orang,B-PER
,,,zalim,I-PER
,,,itu,O
,,,seorang,O
,,,penolongpun,O
5,73,Sentence: 742,sesungguhnya,O
,,,kafirlah,O
,,,orang-orang,O
,,,yang,O
,,,mengatakan,O
,,,bahwasanya,O
,,,allah,O
,,,salah,O
,,,seorang,O
,,,dari,O
,,,yang,O
,,,tiga,O
,,,padahal,O
,,,sekali-kali,O
,,,tidak,O
,,,ada,O
,,,tuhan,O
,,,selain,O
,,,dari,O
,,,tuhan,O
,,,yang,O
,,,esa,O
,,,jika,O
,,,mereka,O
,,,tidak,O
,,,berhenti,O
,,,dari,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,katakan,O
,,,itu,O
,,,pasti,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,kafir,I-PER
,,,diantara,O
,,,mereka,O
,,,akan,O
,,,ditimpa,O
,,,siksaan,O
,,,yang,O
,,,pedih,O
5,74,Sentence: 743,maka,O
,,,mengapa,O
,,,mereka,O
,,,tidak,O
,,,bertaubat,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,memohon,O
,,,ampun,O
,,,kepada-nya,O
,,,dan,O
,,,allah,O
,,,maha,O
,,,pengampun,O
,,,lagi,O
,,,maha,O
,,,penyayang,O
5,75,Sentence: 744,al,O
,,,masih,O
,,,putera,O
,,,maryam,O
,,,itu,O
,,,hanyalah,O
,,,seorang,O
,,,rasul,O
,,,yang,O
,,,sesungguhnya,O
,,,telah,O
,,,berlalu,O
,,,sebelumnya,O
,,,beberapa,O
,,,rasul,O
,,,dan,O
,,,ibunya,O
,,,seorang,O
,,,yang,O
,,,sangat,O
,,,benar,O
,,,kedua-duanya,O
,,,biasa,O
,,,memakan,O
,,,makanan,O
,,,perhatikan,O
,,,bagaimana,O
,,,kami,O
,,,menjelaskan,O
,,,kepada,O
,,,mereka,O
,,,ahli,O
,,,kitab,O
,,,tanda-tanda,O
,,,kekuasaan,O
,,,kami,O
,,,kemudian,O
,,,perhatikanlah,O
,,,bagaimana,O
,,,mereka,O
,,,berpaling,O
,,,dari,O
,,,memperhatikan,O
,,,ayat-ayat,O
,,,kami,O
,,,itu,O
5,76,Sentence: 745,katakanlah,O
,,,mengapa,O
,,,kamu,O
,,,menyembah,O
,,,selain,O
,,,daripada,O
,,,allah,O
,,,sesuatu,O
,,,yang,O
,,,tidak,O
,,,dapat,O
,,,memberi,O
,,,mudharat,O
,,,kepadamu,O
,,,dan,O
,,,tidak,O
,,,pula,O
,,,memberi,O
,,,manfaat,O
,,,dan,O
,,,allah-lah,O
,,,yang,O
,,,maha,O
,,,mendengar,O
,,,lagi,O
,,,maha,O
,,,mengetahui,O
5,77,Sentence: 746,katakanlah,O
,,,hai,O
,,,ahli,O
,,,kitab,O
,,,janganlah,O
,,,kamu,O
,,,berlebih-lebihan,O
,,,melampaui,O
,,,batas,O
,,,dengan,O
,,,cara,O
,,,tidak,O
,,,benar,O
,,,dalam,O
,,,agamamu,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,mengikuti,O
,,,hawa,O
,,,nafsu,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,telah,I-PER
,,,sesat,I-PER
,,,dahulunya,I-PER
,,,sebelum,O
,,,kedatangan,O
,,,muhammad,O
,,,dan,O
,,,mereka,O
,,,telah,O
,,,menyesatkan,O
,,,kebanyakan,O
,,,manusia,O
,,,dan,O
,,,mereka,O
,,,tersesat,O
,,,dari,O
,,,jalan,O
,,,yang,O
,,,lurus,O
5,78,Sentence: 747,telah,O
,,,dilaknati,O
,,,orang-orang,B-PER
,,,kafir,I-PER
,,,dari,O
,,,bani,B-PER
,,,israil,I-PER
,,,dengan,O
,,,lisan,O
,,,daud,B-PER
,,,dan,O
,,,isa,B-PER
,,,putera,O
,,,maryam,B-PER
,,,yang,O
,,,demikian,O
,,,itu,O
,,,disebabkan,O
,,,mereka,O
,,,durhaka,O
,,,dan,O
,,,selalu,O
,,,melampaui,O
,,,batas,O
5,79,Sentence: 748,mereka,O
,,,satu,O
,,,sama,O
,,,lain,O
,,,selalu,O
,,,tidak,O
,,,melarang,O
,,,tindakan,O
,,,munkar,O
,,,yang,O
,,,mereka,O
,,,perbuat,O
,,,sesungguhnya,O
,,,amat,O
,,,buruklah,O
,,,apa,O
,,,yang,O
,,,selalu,O
,,,mereka,O
,,,perbuat,O
,,,itu,O
5,80,Sentence: 749,kamu,O
,,,melihat,O
,,,kebanyakan,O
,,,dari,O
,,,mereka,O
,,,tolong-menolong,O
,,,dengan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,kafir,I-PER
,,,musyrik,O
,,,sesungguhnya,O
,,,amat,O
,,,buruklah,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,sediakan,O
,,,untuk,O
,,,diri,O
,,,mereka,O
,,,yaitu,O
,,,kemurkaan,O
,,,allah,O
,,,kepada,O
,,,mereka,O
,,,dan,O
,,,mereka,O
,,,akan,O
,,,kekal,O
,,,dalam,O
,,,siksaan,O
5,81,Sentence: 750,sekiranya,O
,,,mereka,O
,,,beriman,O
,,,kepada,O
,,,allah,O
,,,kepada,O
,,,nabi,O
,,,musa,B-PER
,,,dan,O
,,,kepada,O
,,,apa,O
,,,yang,O
,,,diturunkan,O
,,,kepadanya,O
,,,nabi,O
,,,niscaya,O
,,,mereka,O
,,,tidak,O
,,,akan,O
,,,mengambil,O
,,,orang-orang,B-PER
,,,musyrikin,I-PER
,,,itu,O
,,,menjadi,O
,,,penolong-penolong,O
,,,tapi,O
,,,kebanyakan,O
,,,dari,O
,,,mereka,O
,,,adalah,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,fasik,I-PER
5,82,Sentence: 751,sesungguhnya,O
,,,kamu,O
,,,dapati,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,paling,I-PER
,,,keras,I-PER
,,,permusuhannya,I-PER
,,,terhadap,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,ialah,O
,,,orang-orang,B-PER
,,,yahudi,I-PER
,,,dan,O
,,,orang-orang,B-PER
,,,musyrik,I-PER
,,,dan,O
,,,sesungguhnya,O
,,,kamu,O
,,,dapati,O
,,,yang,O
,,,paling,O
,,,dekat,O
,,,persahabatannya,O
,,,dengan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,ialah,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,berkata,I-PER
,,,sesungguhnya,O
,,,kami,O
,,,ini,O
,,,orang,B-PER
,,,nasrani,I-PER
,,,yang,O
,,,demikian,O
,,,itu,O
,,,disebabkan,O
,,,karena,O
,,,di,O
,,,antara,O
,,,mereka,O
,,,itu,O
,,,orang-orang,B-PER
,,,nasrani,I-PER
,,,terdapat,O
,,,pendeta-pendeta,O
,,,dan,O
,,,rahib-rahib,O
,,,juga,O
,,,karena,O
,,,sesungguhnya,O
,,,mereka,O
,,,tidak,O
,,,menymbongkan,O
,,,diri,O
5,83,Sentence: 752,dan,O
,,,apabila,O
,,,mereka,O
,,,mendengarkan,O
,,,apa,O
,,,yang,O
,,,diturunkan,O
,,,kepada,O
,,,rasul,O
,,,muhammad,B-PER
,,,kamu,O
,,,lihat,O
,,,mata,O
,,,mereka,O
,,,mencucurkan,O
,,,air,O
,,,mata,O
,,,disebabkan,O
,,,kebenaran,O
,,,al,O
,,,quran,O
,,,yang,O
,,,telah,O
,,,mereka,O
,,,ketahui,O
,,,dari,O
,,,kitab-kitab,O
,,,mereka,O
,,,sendiri,O
,,,seraya,O
,,,berkata,O
,,,ya,O
,,,tuhan,O
,,,kami,O
,,,kami,O
,,,telah,O
,,,beriman,O
,,,maka,O
,,,catatlah,O
,,,kami,O
,,,bersama,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,menjadi,I-PER
,,,saksi,I-PER
,,,atas,O
,,,kebenaran,O
,,,al,O
,,,quran,O
,,,dan,O
,,,kenabian,O
,,,muhammad,B-PER
,,,s,O
,,,a,O
,,,w,O
5,84,Sentence: 753,mengapa,O
,,,kami,O
,,,tidak,O
,,,akan,O
,,,beriman,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,kepada,O
,,,kebenaran,O
,,,yang,O
,,,datang,O
,,,kepada,O
,,,kami,O
,,,padahal,O
,,,kami,O
,,,sangat,O
,,,ingin,O
,,,agar,O
,,,tuhan,O
,,,kami,O
,,,memasukkan,O
,,,kami,O
,,,ke,O
,,,dalam,O
,,,golongan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,saleh,I-PER
5,85,Sentence: 754,maka,O
,,,allah,O
,,,memberi,O
,,,mereka,O
,,,pahala,O
,,,terhadap,O
,,,perkataan,O
,,,yang,O
,,,mereka,O
,,,ucapkan,O
,,,yaitu,O
,,,surga,O
,,,yang,O
,,,mengalir,O
,,,sungai-sungai,O
,,,di,O
,,,dalamnya,O
,,,sedang,O
,,,mereka,O
,,,kekal,O
,,,di,O
,,,dalamnya,O
,,,dan,O
,,,itulah,O
,,,balasan,O
,,,bagi,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,berbuat,I-PER
,,,kebaikan,I-PER
,,,yang,O
,,,ikhlas,O
,,,keimanannya,O
5,86,Sentence: 755,dan,O
,,,orang-orang,B-PER
,,,kafir,I-PER
,,,serta,O
,,,mendustakan,O
,,,ayat-ayat,O
,,,kami,O
,,,mereka,O
,,,itulah,O
,,,penghuni,O
,,,neraka,O
5,87,Sentence: 756,hai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,janganlah,O
,,,kamu,O
,,,haramkan,O
,,,apa-apa,O
,,,yang,O
,,,baik,O
,,,yang,O
,,,telah,O
,,,allah,O
,,,halalkan,O
,,,bagi,O
,,,kamu,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,melampaui,O
,,,batas,O
,,,sesungguhnya,O
,,,allah,O
,,,tidak,O
,,,menyukai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,melampaui,I-PER
,,,batas,I-PER
5,88,Sentence: 757,dan,O
,,,makanlah,O
,,,makanan,O
,,,yang,O
,,,halal,O
,,,lagi,O
,,,baik,O
,,,dari,O
,,,apa,O
,,,yang,O
,,,allah,O
,,,telah,O
,,,rezekikan,O
,,,kepadamu,O
,,,dan,O
,,,bertakwalah,O
,,,kepada,O
,,,allah,O
,,,yang,O
,,,kamu,O
,,,beriman,O
,,,kepada-nya,O
5,89,Sentence: 758,allah,O
,,,tidak,O
,,,menghukum,O
,,,kamu,O
,,,disebabkan,O
,,,sumpah-sumpahmu,O
,,,yang,O
,,,tidak,O
,,,dimaksud,O
,,,untuk,O
,,,bersumpah,O
,,,tetapi,O
,,,dia,O
,,,menghukum,O
,,,kamu,O
,,,disebabkan,O
,,,sumpah-sumpah,O
,,,yang,O
,,,kamu,O
,,,sengaja,O
,,,maka,O
,,,kaffarat,O
,,,melanggar,O
,,,sumpah,O
,,,itu,O
,,,ialah,O
,,,memberi,O
,,,makan,O
,,,sepuluh,O
,,,orang,O
,,,miskin,O
,,,yaitu,O
,,,dari,O
,,,makanan,O
,,,yang,O
,,,biasa,O
,,,kamu,O
,,,berikan,O
,,,kepada,O
,,,keluargamu,O
,,,atau,O
,,,memberi,O
,,,pakaian,O
,,,kepada,O
,,,mereka,O
,,,atau,O
,,,memerdekakan,O
,,,seorang,O
,,,budak,O
,,,barang,O
,,,siapa,O
,,,tidak,O
,,,sanggup,O
,,,melakukan,O
,,,yang,O
,,,demikian,O
,,,maka,O
,,,kaffaratnya,O
,,,puasa,O
,,,selama,O
,,,tiga,O
,,,hari,O
,,,yang,O
,,,demikian,O
,,,itu,O
,,,adalah,O
,,,kaffarat,O
,,,sumpah-sumpahmu,O
,,,bila,O
,,,kamu,O
,,,bersumpah,O
,,,dan,O
,,,kamu,O
,,,langgar,O
,,,dan,O
,,,jagalah,O
,,,sumpahmu,O
,,,demikianlah,O
,,,allah,O
,,,menerangkan,O
,,,kepadamu,O
,,,hukum-hukum-nya,O
,,,agar,O
,,,kamu,O
,,,bersyukur,O
,,,kepada-nya,O
5,90,Sentence: 759,hai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,sesungguhnya,O
,,,meminum,O
,,,khamar,O
,,,berjudi,O
,,,berkorban,O
,,,untuk,O
,,,berhala,O
,,,mengundi,O
,,,nasib,O
,,,dengan,O
,,,panah,O
,,,adalah,O
,,,termasuk,O
,,,perbuatan,O
,,,syaitan,O
,,,maka,O
,,,jauhilah,O
,,,perbuatan-perbuatan,O
,,,itu,O
,,,agar,O
,,,kamu,O
,,,mendapat,O
,,,keberuntungan,O
5,91,Sentence: 760,sesungguhnya,O
,,,syaitan,O
,,,itu,O
,,,bermaksud,O
,,,hendak,O
,,,menimbulkan,O
,,,permusuhan,O
,,,dan,O
,,,kebencian,O
,,,di,O
,,,antara,O
,,,kamu,O
,,,lantaran,O
,,,meminum,O
,,,khamar,O
,,,dan,O
,,,berjudi,O
,,,itu,O
,,,dan,O
,,,menghalangi,O
,,,kamu,O
,,,dari,O
,,,mengingat,O
,,,allah,O
,,,dan,O
,,,sembahyang,O
,,,maka,O
,,,berhentilah,O
,,,kamu,O
,,,dari,O
,,,mengerjakan,O
,,,pekerjaan,O
,,,itu,O
5,92,Sentence: 761,dan,O
,,,taatlah,O
,,,kamu,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,taatlah,O
,,,kamu,O
,,,kepada,O
,,,rasul-,O
,,,nya,O
,,,dan,O
,,,berhati-hatilah,O
,,,jika,O
,,,kamu,O
,,,berpaling,O
,,,maka,O
,,,ketahuilah,O
,,,bahwa,O
,,,sesungguhnya,O
,,,kewajiban,O
,,,rasul,O
,,,kami,O
,,,hanyalah,O
,,,menyampaikan,O
,,,amanat,O
,,,allah,O
,,,dengan,O
,,,terang,O
5,93,Sentence: 762,tidak,O
,,,ada,O
,,,dosa,O
,,,bagi,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,dan,O
,,,mengerjakan,O
,,,amalan,O
,,,yang,O
,,,saleh,O
,,,karena,O
,,,memakan,O
,,,makanan,O
,,,yang,O
,,,telah,O
,,,mereka,O
,,,makan,O
,,,dahulu,O
,,,apabila,O
,,,mereka,O
,,,bertakwa,O
,,,serta,O
,,,beriman,O
,,,dan,O
,,,mengerjakan,O
,,,amalan-amalan,O
,,,yang,O
,,,saleh,O
,,,kemudian,O
,,,mereka,O
,,,tetap,O
,,,bertakwa,O
,,,dan,O
,,,beriman,O
,,,kemudian,O
,,,mereka,O
,,,tetap,O
,,,juga,O
,,,bertakwa,O
,,,dan,O
,,,berbuat,O
,,,kebajikan,O
,,,dan,O
,,,allah,O
,,,menyukai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,berbuat,I-PER
,,,kebajikan,I-PER
5,94,Sentence: 763,hai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,sesungguhnya,O
,,,allah,O
,,,akan,O
,,,menguji,O
,,,kamu,O
,,,dengan,O
,,,sesuatu,O
,,,dari,O
,,,binatang,O
,,,buruan,O
,,,yang,O
,,,mudah,O
,,,didapat,O
,,,oleh,O
,,,tangan,O
,,,dan,O
,,,tombakmu,O
,,,supaya,O
,,,allah,O
,,,mengetahui,O
,,,orang,O
,,,yang,O
,,,takut,O
,,,kepada-nya,O
,,,biarpun,O
,,,ia,O
,,,tidak,O
,,,dapat,O
,,,melihat-nya,O
,,,barang,O
,,,siapa,O
,,,yang,O
,,,melanggar,O
,,,batas,O
,,,sesudah,O
,,,itu,O
,,,maka,O
,,,baginya,O
,,,azab,O
,,,yang,O
,,,pedih,O
5,95,Sentence: 764,hai,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,janganlah,O
,,,kamu,O
,,,membunuh,O
,,,binatang,O
,,,buruan,O
,,,ketika,O
,,,kamu,O
,,,sedang,O
,,,ihram,O
,,,barangsiapa,O
,,,di,O
,,,antara,O
,,,kamu,O
,,,membunuhnya,O
,,,dengan,O
,,,sengaja,O
,,,maka,O
,,,dendanya,O
,,,ialah,O
,,,mengganti,O
,,,dengan,O
,,,binatang,O
,,,ternak,O
,,,seimbang,O
,,,dengan,O
,,,buruan,O
,,,yang,O
,,,dibunuhnya,O
,,,menurut,O
,,,putusan,O
,,,dua,O
,,,orang,O
,,,yang,O
,,,adil,O
,,,di,O
,,,antara,O
,,,kamu,O
,,,sebagai,O
,,,had-yad,O
,,,yang,O
,,,dibawa,O
,,,sampai,O
,,,ke,O
,,,ka'bah,O
,,,atau,O
,,,dendanya,O
,,,membayar,O
,,,kaffarat,O
,,,dengan,O
,,,memberi,O
,,,makan,O
,,,orang-orang,B-PER
,,,miskin,I-PER
,,,atau,O
,,,berpuasa,O
,,,seimbang,O
,,,dengan,O
,,,makanan,O
,,,yang,O
,,,dikeluarkan,O
,,,itu,O
,,,supaya,O
,,,dia,O
,,,merasakan,O
,,,akibat,O
,,,buruk,O
,,,dari,O
,,,perbuatannya,O
,,,allah,O
,,,telah,O
,,,memaafkan,O
,,,apa,O
,,,yang,O
,,,telah,O
,,,lalu,O
,,,dan,O
,,,barangsiapa,O
,,,yang,O
,,,kembali,O
,,,mengerjakannya,O
,,,niscaya,O
,,,allah,O
,,,akan,O
,,,menyiksanya,O
,,,allah,O
,,,maha,O
,,,kuasa,O
,,,lagi,O
,,,mempunyai,O
,,,kekuasaan,O
,,,untuk,O
,,,menyiksa,O
5,96,Sentence: 765,dihalalkan,O
,,,bagimu,O
,,,binatang,O
,,,buruan,O
,,,laut,O
,,,dan,O
,,,makanan,O
,,,yang,O
,,,berasal,O
,,,dari,O
,,,laut,O
,,,sebagai,O
,,,makanan,O
,,,yang,O
,,,lezat,O
,,,bagimu,O
,,,dan,O
,,,bagi,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,dalam,I-PER
,,,perjalanan,I-PER
,,,dan,O
,,,diharamkan,O
,,,atasmu,O
,,,menangkap,O
,,,binatang,O
,,,buruan,O
,,,darat,O
,,,selama,O
,,,kamu,O
,,,dalam,O
,,,ihram,O
,,,dan,O
,,,bertakwalah,O
,,,kepada,O
,,,allah,O
,,,yang,O
,,,kepada-nya-lah,O
,,,kamu,O
,,,akan,O
,,,dikumpulkan,O
5,97,Sentence: 766,allah,O
,,,telah,O
,,,menjadikan,O
,,,ka'bah,O
,,,rumah,O
,,,suci,O
,,,itu,O
,,,sebagai,O
,,,pusat,O
,,,peribadatan,O
,,,dan,O
,,,urusan,O
,,,dunia,O
,,,bagi,O
,,,manusia,O
,,,dan,O
,,,demikian,O
,,,pula,O
,,,bulan,O
,,,haram,O
,,,had-ya,O
,,,qalaid,O
,,,allah,O
,,,menjadikan,O
,,,yang,O
,,,demikian,O
,,,itu,O
,,,agar,O
,,,kamu,O
,,,tahu,O
,,,bahwa,O
,,,sesungguhnya,O
,,,allah,O
,,,mengetahui,O
,,,apa,O
,,,yang,O
,,,ada,O
,,,di,O
,,,langit,O
,,,dan,O
,,,apa,O
,,,yang,O
,,,ada,O
,,,di,O
,,,bumi,O
,,,dan,O
,,,bahwa,O
,,,sesungguhnya,O
,,,allah,O
,,,maha,O
,,,mengetahui,O
,,,segala,O
,,,sesuatu,O
5,98,Sentence: 767,ketahuilah,O
,,,bahwa,O
,,,sesungguhnya,O
,,,allah,O
,,,amat,O
,,,berat,O
,,,siksa-nya,O
,,,dan,O
,,,bahwa,O
